stkcd,fixed_assets_net,total_liab,total_assets,year,net_profit,depreciation,soe,ind_code,listing_state,m2_growth,lev,npr,size,tang,ndts,total_assets_lag1,growth,ind1,is_finance
300399,76378246.03,443400926,519779172.03,2018,32091646.44,512356735.23,0,I65,,8.076331386414997,.8530563551984887,.0617409241595155,20.06891461016918,.1469436448015114,.9857200188091193,530337036.12,-.0199078385459225,I,0
300399,51746613.37,458322401.21,510069014.58,2019,23820649.72,690110668.64,1,I65,,8.744772290921404,.8985497807338697,.0467008366301457,20.05005659723324,.1014502192661303,1.352975085554353,519779172.03,-.0186813130893201,I,0
300399,38325848.6,478990160.93,517316009.53,2020,29629566.97,585646814.5700001,1,I65,,10.08347580099083,.9259140488715585,.057275565465139,20.06416448274539,.0740859511284416,1.132087164868687,510069014.58,.0142078713720089,I,0
300399,84632796.41,479421552.86,564054349.27,2021,7446474.52,602986356.01,1,I65,,8.967617464089015,.8499563091401886,.0132016968393866,20.15066116877352,.1500436908598115,1.069021729537918,517316009.53,.0903477543300148,I,0
300399,47416965.21,494099930.91,541516896.12,2022,20065149.6,797611877.5599999,1,I65,,11.81003437199093,.9124367761195536,.0370535984080422,20.10988482635621,.0875632238804464,1.472921497509931,564054349.27,-.0399561729807916,I,0
300399,49728970.55,532142426.99,581871397.54,2023,44979541.78,556953285.9299999,1,I65,,9.698250482791909,.9145361487774772,.0773015170880743,20.18176001485292,.0854638512225228,.9571759125549953,541516896.12,.0745212230848978,I,0
300399,38058302.39,526046280.75,564104583.14,2024,2573530.51,612592620.66,1,I65,,7.274370826491445,.9325332508767179,.004562151393408,20.1507502233714,.0674667491232821,1.085955758859641,581871397.54,-.0305339194796538,I,0
300399,98991782.45,511103497.87,610095280.3200001,2025,-3599397.66,709035025.25,,,,8.535829132077254,.8377437334082014,-.0058997303800024,20.22912570018001,.1622562665917986,1.162170972504664,564104583.14,.0815286713750845,,0
300400,85553210.66,383470839.62,469024050.28,2015,36897018.24,283171775.65,0,C35,,13.34310844471526,.8175931263888792,.0786676466120939,19.96616460501049,.182406873611121,.6037468131558518,457597840.53,.0249699818005389,C,0
300400,142878812.38,429636917.92,572515730.3,2016,60090479.16,318032865.04,0,C35,,11.33311636279569,.7504368791663925,.1049586517535726,20.16555076952175,.2495631208336076,.5555006582497739,469024050.28,.2206532478626993,C,0
300400,229014034.58,495414789.4,724428823.98,2017,91534838.04000001,491805222.99,0,C35,,9.042748404443584,.6838695162323875,.1263544947550666,20.40089407332549,.3161304837676125,.678886878476246,572515730.3,.2653430912726139,C,0
300400,335662039.72,603289183.49,938951223.21,2018,105421760.99,640295071.71,0,C35,,8.076331386414997,.642513869280164,.1122760782286366,20.66027409036007,.357486130719836,.6819258081596807,724428823.98,.2961262613094514,C,0
300400,528010650.09,542109282.86,1070119932.95,2019,18762080.27,511663520.49,0,C35,,8.744772290921404,.5065874077922903,.0175326892736953,20.79103656600812,.4934125922077097,.4781366132294134,938951223.21,.1396970433581975,C,0
300400,503678399.54,678530827.25,1182209226.79,2020,140112996.14,984061708.54,0,C35,,10.08347580099083,.5739515577055548,.1185179348671153,20.89065075108639,.4260484422944452,.832392174109467,1070119932.95,.104744608887906,C,0
300400,473871988.99,757967322.02,1231839311.01,2021,79499347.13,983411748.5700001,0,C35,,8.967617464089015,.6153134708767602,.0645371083869839,20.93177426417609,.3846865291232398,.7983279473064461,1182209226.79,.0419807958653464,C,0
300400,486273122.48,752636662.38,1238909784.86,2022,95316137.59999999,897495365.1900001,0,C35,,11.81003437199093,.6074991670721609,.0769354950334588,20.93749762407722,.3925008329278392,.7244235021450084,1231839311.01,.0057397696167065,C,0
